mi_indice,0,1,2,3,4,5,6,7,8,9,Aptitud
17,0.9597460782518468,-0.9597460782518459,0.9597460782518468,0.00031251907465090767,0.00031251907465090767,-0.0003125190746500195,-0.0003125190746500195,-0.0003125190746500195,0.00031251907465090767,0.00031251907465090767,3.7179184575073805
26,-0.0003125190746500195,-0.9597460782518459,-0.0003125190746500195,-0.0003125190746500195,0.00031251907465090767,0.00031251907465090767,-0.0003125190746500195,0.9597460782518468,-0.9597460782518459,0.00031251907465090767,3.717918457507409
2,0.00031251907465090767,0.00031251907465090767,-0.9597460782518459,-0.9597460782518459,0.00031251907465090767,0.00031251907465090767,0.00031251907465090767,0.00031251907465090767,-0.0003125190746500195,-0.9597460782518459,3.717918457507409
29,-0.0003125190746500195,0.00031251907465090767,0.00031251907465090767,0.00031251907465090767,-0.9597460782518459,-0.9597460782518459,-0.9597460782518459,0.00031251907465090767,0.00031251907465090767,0.9597460782518468,4.957160021388589
24,0.00031251907465090767,-0.0003125190746500195,-0.0003125190746500195,-0.0003125190746500195,-0.0003125190746500195,1.9198046755783436,0.00031251907465090767,-0.9597460782518459,-0.0003125190746500195,-0.0003125190746500195,6.167918110830811
16,0.00031251907465090767,0.00031251907465090767,-0.9597460782518459,1.9198046755783436,0.00031251907465090767,0.00031251907465090767,-0.0003125190746500195,-0.0003125190746500195,-0.0003125190746500195,0.00031251907465090767,6.167918110830811
9,0.9597460782518468,0.9597460782518468,-0.9597460782518459,-0.0003125190746500195,0.9597460782518468,-0.0003125190746500195,0.00031251907465090767,-0.0003125190746500195,0.00031251907465090767,-0.9597460782518459,6.19640158526974
19,0.9597460782518468,-0.9597460782518459,-0.0003125190746500195,-0.0003125190746500195,-0.9597460782518459,0.00031251907465090767,-0.9597460782518459,0.00031251907465090767,0.9597460782518468,-0.0003125190746500195,6.1964015852697685
10,0.00031251907465090767,-0.0003125190746500195,0.00031251907465090767,0.9597460782518468,0.00031251907465090767,-0.0003125190746500195,-1.9198046755783431,0.9597460782518468,-0.0003125190746500195,-0.0003125190746500195,7.407159674711977
23,0.00031251907465090767,-1.9198046755783431,0.00031251907465090767,-0.0003125190746500195,0.00031251907465090767,-0.0003125190746500195,-0.0003125190746500195,-0.9597460782518459,0.9597460782518468,-0.0003125190746500195,7.407159674712005
18,-0.9597460782518459,-0.9597460782518459,-0.9597460782518459,-0.0003125190746500195,-0.9597460782518459,0.9597460782518468,0.00031251907465090767,0.00031251907465090767,-0.0003125190746500195,0.9597460782518468,7.43564314915092
20,1.9198046755783436,0.9597460782518468,-0.9597460782518459,-0.0003125190746500195,-0.0003125190746500195,-0.9597460782518459,0.00031251907465090767,-0.0003125190746500195,0.00031251907465090767,-0.0003125190746500195,8.646401238593171
